2018-01-20,http://www.soccerdigestweb.com//files/topics/34915_ext_03_0.jpg,欧米メディアが香川の値千金ヘディング弾に賛辞！ 「ドルトムントを窮地から救った」「ミスの汚名を返上した」,http://www.soccerdigestweb.com/news/detail/id=34915,サッカーダイジェストWeb,http://www.soccerdigestweb.com/,2
2018-01-20,http://www.soccerdigestweb.com//files/topics/34914_ext_03_0.jpg,【現地発】積極的姿勢で笑顔を取り戻したケルンがブンデスリーガの歴史に名を残す!?,http://www.soccerdigestweb.com/news/detail/id=34914,サッカーダイジェストWeb,http://www.soccerdigestweb.com/,2
2018-01-20,http://www.soccerdigestweb.com//files/topics/34906_ext_03_0.jpg,「エムバぺの時代がやって来る」「お前ら本気なのか？」サッカー界の注目コメント集,http://www.soccerdigestweb.com/news/detail/id=34906,サッカーダイジェストWeb,http://www.soccerdigestweb.com/,2
2018-01-20,http://www.soccerdigestweb.com//files/topics/34899_ext_03_0.jpg,在籍年数が12年を超えるのは欧州５大リーグで19人だけ。同一クラブで最も長くプレーしている現役選手は…,http://www.soccerdigestweb.com/news/detail/id=34899,サッカーダイジェストWeb,http://www.soccerdigestweb.com/,2
2018-01-20,http://www.soccerdigestweb.com//files/topics/34911_ext_03_0.jpg,香川、同点ヘッド弾はブンデスリーガ史に残る一撃に！ ドルトムントは勝ち越しのチャンス活かせず…,http://www.soccerdigestweb.com/news/detail/id=34911,サッカーダイジェストWeb,http://www.soccerdigestweb.com/,2
2018-01-19,http://www.soccerdigestweb.com//files/topics/34891_ext_03_0.jpg,ヴェンゲルがマンUとの大型トレードに言及！ 一方、ドルトムントの逆鱗に触れる発言も…,http://www.soccerdigestweb.com/news/detail/id=34891,サッカーダイジェストWeb,http://www.soccerdigestweb.com/,2
2018-01-19,http://www.soccerdigestweb.com//files/topics/34893_ext_03_0.jpg,サッカー選手の「自家用ジェット」ランキング！ C・ロナウドの特注機は驚愕値段に…,http://www.soccerdigestweb.com/news/detail/id=34893,サッカーダイジェストWeb,http://www.soccerdigestweb.com/,2
2018-01-18,http://www.soccerdigestweb.com//files/topics/34862_ext_03_0.jpg,リーガやセリエAよりイングランド２部が上!?　そのデータとは？,http://www.soccerdigestweb.com/news/detail/id=34862,サッカーダイジェストWeb,http://www.soccerdigestweb.com/,2
2018-01-16,http://www.soccerdigestweb.com//files/topics/34814_ext_03_0.jpg,【ブンデス日本人の現地評】武藤はゴール奪取も及第点以下、香川が評価されたのはボールプレーよりも…,http://www.soccerdigestweb.com/news/detail/id=34814,サッカーダイジェストWeb,http://www.soccerdigestweb.com/,2
2018-01-15,http://www.soccerdigestweb.com//files/topics/34783_ext_03_0.jpg,【動画】武藤嘉紀が今季４ゴール目となる先制弾！ マインツは逆転負け｜ハノーファー３-２マインツ,http://www.soccerdigestweb.com/news/detail/id=34783,サッカーダイジェストWeb,http://www.soccerdigestweb.com/,2
2018-01-15,http://www.soccerdigestweb.com//files/topics/34779_ext_03_0.jpg,“動き”の良さを見せた香川だがボールは来ず…ドルトムントの2018年初戦はスコアレスドロー,http://www.soccerdigestweb.com/news/detail/id=34779,サッカーダイジェストWeb,http://www.soccerdigestweb.com/,2
2018-01-15,http://www.soccerdigestweb.com//files/topics/34774_ext_03_0.jpg,ケルン、95分の劇的な勝ち越し弾で上位チームを下し２連勝！ 大迫はベンチ入りも出番なし,http://www.soccerdigestweb.com/news/detail/id=34774,サッカーダイジェストWeb,http://www.soccerdigestweb.com/,2
2018-01-14,http://www.soccerdigestweb.com//files/topics/34744_ext_03_0.jpg,「完璧な軌道で射抜いた！」マインツ武藤嘉紀の技ありゴールをドイツ２大メディアが称える,http://www.soccerdigestweb.com/news/detail/id=34744,サッカーダイジェストWeb,http://www.soccerdigestweb.com/,2
2018-01-14,http://www.soccerdigestweb.com//files/topics/34742_ext_03_0.jpg,先制弾の武藤嘉紀、約３か月半ぶりの通算４ゴール目！ マインツは２点リードからの逆転負け…,http://www.soccerdigestweb.com/news/detail/id=34742,サッカーダイジェストWeb,http://www.soccerdigestweb.com/,2
2018-01-13,http://www.soccerdigestweb.com//files/topics/34734_ext_03_0.jpg,ドイツ在住ライターが厳選！ 再開したブンデスリーガで注目すべき４つのポイント,http://www.soccerdigestweb.com/news/detail/id=34734,サッカーダイジェストWeb,http://www.soccerdigestweb.com/,2
