2018-01-16,http://www.soccerdigestweb.com/files/topics/34803_ext_03_0.jpg,【現地発】英国で物議を醸すビデオ判定の有無――いま、審判に求められることは何か？,http://www.soccerdigestweb.com/news/detail/id=34803,サッカーダイジェスト,http://www.soccerdigestweb.com/
2018-01-16,http://www.soccerdigestweb.com/news/detail/id=34798,リバプールはなぜ、コウチーニョ抜きでマンCの無敗記録を止めることができたのか,http://www.soccerdigestweb.com/news/detail/id=34798,サッカーダイジェスト,http://www.soccerdigestweb.com/
2018-01-16,http://www.soccerdigestweb.com/files/topics/34772_ext_03_0.jpg,【大宮│新体制】今、再びの“オレンジ”に。富山貴光は迷うことなく古巣復帰を決断した,http://www.soccerdigestweb.com/news/detail/id=34772,サッカーダイジェスト,http://www.soccerdigestweb.com/
2018-01-16,http://www.soccerdigestweb.com/news/detail/id=34770,"「アイツのケツばっか追っかけてきた」甲府新加入の佐藤和弘が""盟友""への想いを語る",http://www.soccerdigestweb.com/news/detail/id=34770,サッカーダイジェスト,http://www.soccerdigestweb.com/
2018-01-16,http://www.soccerdigestweb.com/news/detail/id=34791,首位とは勝点19差で降格圏とは16差…R・マドリーの現状にバルサDFは「もし逆の立場なら…」,http://www.soccerdigestweb.com/news/detail/id=34791,サッカーダイジェスト,http://www.soccerdigestweb.com/
2018-01-16,http://www.soccerdigestweb.com/news/detail/id=34786,無敗のマンC撃破にクロップとリバプール地元紙が熱狂！ 「歴史に残る勝利」「誰も文句は言えない」,http://www.soccerdigestweb.com/news/detail/id=34786,サッカーダイジェスト,http://www.soccerdigestweb.com/
2018-01-16,http://www.soccerdigestweb.com/news/detail/id=34783,【動画】武藤嘉紀が今季４ゴール目となる先制弾！ マインツは逆転負け｜ハノーファー３-２マインツ,http://www.soccerdigestweb.com/news/detail/id=34783,サッカーダイジェスト,http://www.soccerdigestweb.com/
2018-01-16,http://www.soccerdigestweb.com/news/detail/id=34782,【讃岐｜新体制】“J３降格候補”からの脱却へ――編成のキーワードは若さ・高技術・向上心の強さ＋「自分を変える」,http://www.soccerdigestweb.com/news/detail/id=34782,サッカーダイジェスト,http://www.soccerdigestweb.com/
2018-01-16,http://www.soccerdigestweb.com/news/detail/id=34775,【横浜】大胆不敵な大型ルーキー！ 「活躍するので」と誓った町野修斗の勝負強さに期待,http://www.soccerdigestweb.com/news/detail/id=34775,サッカーダイジェスト,http://www.soccerdigestweb.com/
2018-01-16,http://www.soccerdigestweb.com/news/detail/id=34781,不振のR・マドリー、気にすべきはバルサよりCL出場権…クロースは「自分たちの順位を考えないと」,http://www.soccerdigestweb.com/news/detail/id=34781,サッカーダイジェスト,http://www.soccerdigestweb.com/

